CODE_PRODUIT_STOCKAGE;CODE_SITE;MASSE_VOL;TYPE;PERIODE;QTE_PREV;QTE_PREV_EQ_BLE
CO0900;D100;1.0;CONV;SUM;26.25;26.25
CO0900;D105;1.0;CONV;SUM;33.9;33.9
CO0900;D106;1.0;CONV;SUM;186.0;186.0
CO0900;D107;1.0;CONV;SUM;51.480000000000004;51.48
CO0900;D110;1.0;CONV;SUM;3.42;3.42
CO0900;D111;1.0;CONV;SUM;21.0;21.0
CO0900;D112;1.0;CONV;SUM;54.15;54.15
CO0900;D114;1.0;CONV;SUM;24.0;24.0
CO0900;D116;1.0;CONV;SUM;16.5;16.5
CO0900;D143;1.0;CONV;SUM;4.65;4.65
CO0900;D201;1.0;CONV;SUM;11.61;11.61
CO0900;D202;1.0;CONV;SUM;30.0;30.0
CO0900;D209;1.0;CONV;SUM;15.629999999999999;15.63
CO0900;D210;1.0;CONV;SUM;101.4;101.4
CO0900;D216;1.0;CONV;SUM;18.18;18.18
CO0900;D220;1.0;CONV;SUM;70.29;70.29
CO0900;D222;1.0;CONV;SUM;60.0;60.0
CO0900;D405;1.0;CONV;SUM;30.0;30.0
CO0900;D416;1.0;CONV;SUM;57.239999999999995;57.24
CO0900;D419;1.0;CONV;SUM;12.0;12.0
CO0900;D424;1.0;CONV;SUM;86.73;86.73
CO0900;D441;1.0;CONV;SUM;62.43;62.43
CO0900;D462;1.0;CONV;SUM;9.0;9.0
CO0900;D464;1.0;CONV;SUM;100.17;100.17
CO0900;D508;1.0;CONV;SUM;18.27;18.27
CO0900;D511;1.0;CONV;SUM;6.0;6.0
CO0900;D512;1.0;CONV;SUM;4.77;4.77
CO0900;D513;1.0;CONV;SUM;111.0;111.0
CO0900;D524;1.0;CONV;SUM;48.0;48.0
CO0900;D525;1.0;CONV;SUM;75.03;75.03
CO0900;D606;1.0;CONV;SUM;62.88;62.88
CO0900;D609;1.0;CONV;SUM;12.66;12.66
CO0900;D610;1.0;CONV;SUM;3.0;3.0
CO0900;D611;1.0;CONV;SUM;106.32000000000001;106.32
CO0900;D613;1.0;CONV;SUM;28.14;28.14
CO0900;D620;1.0;CONV;SUM;21.72;21.72
CO0900;D628;1.0;CONV;SUM;23.37;23.37
CO0900;D631;1.0;CONV;SUM;81.41999999999999;81.42
CO0900;D632;1.0;CONV;SUM;66.63;66.63
CO0900;D633;1.0;CONV;SUM;23.55;23.55
CO0900;D638;1.0;CONV;SUM;15.33;15.33
CO0900;D639;1.0;CONV;SUM;6.0;6.0
CO0900;D644;1.0;CONV;SUM;9.48;9.48
CO0900;D651;1.0;CONV;SUM;21.0;21.0
CO0900;D652;1.0;CONV;SUM;161.73;161.73
CO0900;D656;1.0;CONV;SUM;4.35;4.35
CO0900;D659;1.0;CONV;SUM;23.669999999999998;23.67
CO0900;D666;1.0;CONV;SUM;26.94;26.94
CO0900;D669;1.0;CONV;SUM;132.78;132.78
CO0900;D672;1.0;CONV;SUM;34.77;34.77
CO0900;D675;1.0;CONV;SUM;39.0;39.0
CO0900;D676;1.0;CONV;SUM;9.96;9.96
CO0900;D677;1.0;CONV;SUM;50.85;50.85
CO0900;D678;1.0;CONV;SUM;42.57;42.57
CO0900;D679;1.0;CONV;SUM;13.98;13.98
CO0901;D044;1.0;CONV;SUM;24.0;24.0
CO0901;D525;1.0;CONV;SUM;14.1;14.1
CO0901;D621;1.0;CONV;SUM;3.51;3.51
CO0901;D622;1.0;CONV;SUM;7.41;7.41
CO0901;D662;1.0;CONV;SUM;14.79;14.79
CO0901;D674;1.0;CONV;SUM;216.45;216.45
CO0902;D009;1.15;CONV;SUM;5.24;4.5565
CO0902;D014;1.15;CONV;SUM;12.21;10.6174
CO0902;D056;1.15;CONV;SUM;13.58;11.8087
CO0902;D411;1.15;CONV;SUM;1.9;1.6522
CO0902;D416;1.15;CONV;SUM;6.5;5.6522
CO0902;D439;1.15;CONV;SUM;7.5;6.5217
CO0902;D605;1.15;CONV;SUM;6.16;5.3565
CO0902;D610;1.15;CONV;SUM;13.08;11.3739
CO0902;D620;1.15;CONV;SUM;17.45;15.1739
CO0902;D633;1.15;CONV;SUM;2.2;1.913
CO0902;D672;1.15;CONV;SUM;37.45;32.5652
CO0902;D673;1.15;CONV;SUM;13.64;11.8609
CO1002;D006;1.0;CONV;SUM;33.18;33.18
CO1002;D007;1.0;CONV;SUM;147.12;147.12
CO1002;D008;1.0;CONV;SUM;484.02;484.02
CO1002;D009;1.0;CONV;SUM;364.8;364.8
CO1002;D014;1.0;CONV;SUM;261.51;261.51
CO1002;D015;1.0;CONV;SUM;25.98;25.98
CO1002;D017;1.0;CONV;SUM;176.64000000000001;176.64
CO1002;D018;1.0;CONV;SUM;30.0;30.0
CO1002;D019;1.0;CONV;SUM;42.09;42.09
CO1002;D020;1.0;CONV;SUM;52.86;52.86
CO1002;D021;1.0;CONV;SUM;63.39;63.39
CO1002;D026;1.0;CONV;SUM;141.6;141.6
CO1002;D034;1.0;CONV;SUM;10.2;10.2
CO1002;D037;1.0;CONV;SUM;63.18;63.18
CO1002;D040;1.0;CONV;SUM;67.05;67.05
CO1002;D054;1.0;CONV;SUM;32.43;32.43
CO1002;D056;1.0;CONV;SUM;172.82999999999998;172.83
CO1002;D059;1.0;CONV;SUM;142.11;142.11
CO1002;D067;1.0;CONV;SUM;77.88;77.88
CO1002;D102;1.0;CONV;SUM;22.5;22.5
CO1002;D105;1.0;CONV;SUM;66.0;66.0
CO1002;D112;1.0;CONV;SUM;6.0;6.0
CO1002;D116;1.0;CONV;SUM;112.02;112.02
CO1002;D128;1.0;CONV;SUM;97.86;97.86
CO1002;D157;1.0;CONV;SUM;82.62;82.62
CO1002;D209;1.0;CONV;SUM;68.37;68.37
CO1002;D217;1.0;CONV;SUM;3.0;3.0
CO1002;D222;1.0;CONV;SUM;47.64;47.64
CO1002;D272;1.0;CONV;SUM;75.99000000000001;75.99
CO1002;D281;1.0;CONV;SUM;20.58;20.58
CO1002;D287;1.0;CONV;SUM;21.78;21.78
CO1002;D300;1.0;CONV;SUM;90.0;90.0
CO1002;D402;1.0;CONV;SUM;44.1;44.1
CO1002;D404;1.0;CONV;SUM;94.91999999999999;94.92
CO1002;D405;1.0;CONV;SUM;341.67;341.67
CO1002;D411;1.0;CONV;SUM;51.870000000000005;51.87
CO1002;D412;1.0;CONV;SUM;82.53;82.53
CO1002;D418;1.0;CONV;SUM;21.24;21.24
CO1002;D419;1.0;CONV;SUM;3.0;3.0
CO1002;D426;1.0;CONV;SUM;189.63;189.63
CO1002;D435;1.0;CONV;SUM;182.91;182.91
CO1002;D439;1.0;CONV;SUM;109.05;109.05
CO1002;D440;1.0;CONV;SUM;66.18;66.18
CO1002;D441;1.0;CONV;SUM;172.32;172.32
CO1002;D442;1.0;CONV;SUM;16.02;16.02
CO1002;D456;1.0;CONV;SUM;28.17;28.17
CO1002;D476;1.0;CONV;SUM;13.32;13.32
CO1002;D490;1.0;CONV;SUM;149.04;149.04
CO1002;D503;1.0;CONV;SUM;196.23;196.23
CO1002;D513;1.0;CONV;SUM;126.44999999999999;126.45
CO1002;D602;1.0;CONV;SUM;15.72;15.72
CO1002;D603;1.0;CONV;SUM;248.01;248.01
CO1002;D605;1.0;CONV;SUM;281.94;281.94
CO1002;D606;1.0;CONV;SUM;41.58;41.58
CO1002;D608;1.0;CONV;SUM;168.0;168.0
CO1002;D609;1.0;CONV;SUM;200.97;200.97
CO1002;D611;1.0;CONV;SUM;47.400000000000006;47.4
CO1002;D612;1.0;CONV;SUM;70.32;70.32
CO1002;D613;1.0;CONV;SUM;266.28;266.28
CO1002;D614;1.0;CONV;SUM;222.24;222.24
CO1002;D616;1.0;CONV;SUM;28.98;28.98
CO1002;D617;1.0;CONV;SUM;592.26;592.26
CO1002;D618;1.0;CONV;SUM;88.59;88.59
CO1002;D620;1.0;CONV;SUM;155.49;155.49
CO1002;D622;1.0;CONV;SUM;66.78;66.78
CO1002;D625;1.0;CONV;SUM;148.05;148.05
CO1002;D628;1.0;CONV;SUM;101.4;101.4
CO1002;D631;1.0;CONV;SUM;584.3100000000001;584.31
CO1002;D632;1.0;CONV;SUM;372.57;372.57
CO1002;D633;1.0;CONV;SUM;665.55;665.55
CO1002;D635;1.0;CONV;SUM;43.77;43.77
CO1002;D637;1.0;CONV;SUM;62.76;62.76
CO1002;D638;1.0;CONV;SUM;38.49;38.49
CO1002;D639;1.0;CONV;SUM;22.95;22.95
CO1002;D642;1.0;CONV;SUM;90.9;90.9
CO1002;D643;1.0;CONV;SUM;13.98;13.98
CO1002;D647;1.0;CONV;SUM;14.16;14.16
CO1002;D648;1.0;CONV;SUM;12.0;12.0
CO1002;D649;1.0;CONV;SUM;176.55;176.55
CO1002;D651;1.0;CONV;SUM;218.54999999999998;218.55
CO1002;D652;1.0;CONV;SUM;61.56;61.56
CO1002;D653;1.0;CONV;SUM;175.8;175.8
CO1002;D654;1.0;CONV;SUM;247.44;247.44
CO1002;D656;1.0;CONV;SUM;143.85;143.85
CO1002;D657;1.0;CONV;SUM;176.55;176.55
CO1002;D658;1.0;CONV;SUM;57.87;57.87
CO1002;D659;1.0;CONV;SUM;39.72;39.72
CO1002;D660;1.0;CONV;SUM;76.83;76.83
CO1002;D661;1.0;CONV;SUM;68.28;68.28
CO1002;D662;1.0;CONV;SUM;61.95;61.95
CO1002;D663;1.0;CONV;SUM;45.0;45.0
CO1002;D665;1.0;CONV;SUM;112.17;112.17
CO1002;D666;1.0;CONV;SUM;377.88;377.88
CO1002;D667;1.0;CONV;SUM;397.86;397.86
CO1002;D669;1.0;CONV;SUM;605.34;605.34
CO1002;D672;1.0;CONV;SUM;33.39;33.39
CO1002;D673;1.0;CONV;SUM;135.84;135.84
CO1002;D674;1.0;CONV;SUM;70.65;70.65
CO1002;D675;1.0;CONV;SUM;339.3;339.3
CO1002;D677;1.0;CONV;SUM;0.63;0.63
CO1002;D680;1.0;CONV;SUM;178.32;178.32
CO1002;D681;1.0;CONV;SUM;102.78;102.78
CO1002;D682;1.0;CONV;SUM;72.9;72.9
CO1002;D710;1.0;CONV;SUM;9.0;9.0
CO1100;D007;1.15;CONV;SUM;56.25;48.913
CO1100;D009;1.15;CONV;SUM;41.0;35.6522
CO1100;D011;1.15;CONV;SUM;95.0;82.6087
CO1100;D012;1.15;CONV;SUM;33.05;28.7391
CO1100;D031;1.15;CONV;SUM;10.0;8.6957
CO1100;D032;1.15;CONV;SUM;32.35;28.1304
CO1100;D044;1.15;CONV;SUM;30.0;26.087
CO1100;D049;1.15;CONV;SUM;40.0;34.7826
CO1100;D053;1.15;CONV;SUM;1651.0;1435.6522
CO1100;D067;1.15;CONV;SUM;115.0;100.0
CO1100;D074;1.15;CONV;SUM;20.0;17.3913
CO1100;D108;1.15;CONV;SUM;90.0;78.2609
CO1100;D111;1.15;CONV;SUM;5.0;4.3478
CO1100;D128;1.15;CONV;SUM;20.0;17.3913
CO1100;D204;1.15;CONV;SUM;17.5;15.2174
CO1100;D210;1.15;CONV;SUM;39.95;34.7391
CO1100;D214;1.15;CONV;SUM;25.8;22.4348
CO1100;D220;1.15;CONV;SUM;77.5;67.3913
CO1100;D281;1.15;CONV;SUM;50.0;43.4783
CO1100;D286;1.15;CONV;SUM;50.0;43.4783
CO1100;D412;1.15;CONV;SUM;22.5;19.5652
CO1100;D501;1.15;CONV;SUM;342.1;297.4783
CO1100;D507;1.15;CONV;SUM;205.0;178.2609
CO1100;D508;1.15;CONV;SUM;12.95;11.2609
CO1100;D509;1.15;CONV;SUM;82.5;71.7391
CO1100;D511;1.15;CONV;SUM;18.9;16.4348
CO1100;D514;1.15;CONV;SUM;122.5;106.5217
CO1100;D517;1.15;CONV;SUM;141.60000000000002;123.1304
CO1100;D519;1.15;CONV;SUM;626.55;544.8261
CO1100;D520;1.15;CONV;SUM;1381.4;1201.2174
CO1100;D525;1.15;CONV;SUM;35.05;30.4783
CO1100;D602;1.15;CONV;SUM;97.0;84.3478
CO1100;D603;1.15;CONV;SUM;61.4;53.3913
CO1100;D606;1.15;CONV;SUM;183.75;159.7826
CO1100;D610;1.15;CONV;SUM;37.6;32.6957
CO1100;D611;1.15;CONV;SUM;93.0;80.8696
CO1100;D612;1.15;CONV;SUM;79.9;69.4783
CO1100;D615;1.15;CONV;SUM;25.8;22.4348
CO1100;D621;1.15;CONV;SUM;193.8;168.5217
CO1100;D624;1.15;CONV;SUM;52.2;45.3913
CO1100;D629;1.15;CONV;SUM;1750.4;1522.087
CO1100;D632;1.15;CONV;SUM;104.9;91.2174
CO1100;D637;1.15;CONV;SUM;45.2;39.3043
CO1100;D638;1.15;CONV;SUM;64.6;56.1739
CO1100;D639;1.15;CONV;SUM;496.0;431.3043
CO1100;D641;1.15;CONV;SUM;681.7;592.7826
CO1100;D642;1.15;CONV;SUM;45.5;39.5652
CO1100;D643;1.15;CONV;SUM;565.05;491.3478
CO1100;D644;1.15;CONV;SUM;214.4;186.4348
CO1100;D645;1.15;CONV;SUM;179.45;156.0435
CO1100;D646;1.15;CONV;SUM;64.6;56.1739
CO1100;D647;1.15;CONV;SUM;205.2;178.4348
CO1100;D657;1.15;CONV;SUM;63.650000000000006;55.3478
CO1100;D660;1.15;CONV;SUM;148.5;129.1304
CO1100;D661;1.15;CONV;SUM;133.15;115.7826
CO1100;D662;1.15;CONV;SUM;31.35;27.2609
CO1100;D666;1.15;CONV;SUM;35.35;30.7391
CO1100;D667;1.15;CONV;SUM;35.4;30.7826
CO1100;D669;1.15;CONV;SUM;71.25;61.9565
CO1100;D674;1.15;CONV;SUM;155.8;135.4783
CO1100;D677;1.15;CONV;SUM;185.2;161.0435
CO1100;D678;1.15;CONV;SUM;513.8;446.7826
CO1100;D679;1.15;CONV;SUM;974.1;847.0435
CO1100;D700;1.15;CONV;SUM;360.0;313.0435
CO1100;D702;1.15;CONV;SUM;200.0;173.913
CO1100;D703;1.15;CONV;SUM;1077.5;936.9565
CO1100;D704;1.15;CONV;SUM;206.4;179.4783
CO1100;D705;1.15;CONV;SUM;982.6;854.4348
CO1100;D706;1.15;CONV;SUM;15.0;13.0435
CO1100;D707;1.15;CONV;SUM;381.55;331.7826
CO1100;D708;1.15;CONV;SUM;280.0;243.4783
CO1100;D710;1.15;CONV;SUM;1385.0;1204.3478
CO1100;D711;1.15;CONV;SUM;76.5;66.5217
CO1100;DC07;1.15;CONV;SUM;134.9;117.3043
CO1101;D053;1.15;CONV;SUM;35.0;30.4348
CO1101;D514;1.15;CONV;SUM;40.0;34.7826
CO1101;D629;1.15;CONV;SUM;100.0;86.9565
CO1101;D705;1.15;CONV;SUM;88.5;76.9565
CO1101;D707;1.15;CONV;SUM;380.0;330.4348
CO1101;D710;1.15;CONV;SUM;75.0;65.2174
CO1103;D602;1.15;CONV;SUM;150.09;130.513
CO1200;D014;1.15;CONV;AUT;13.2;11.4783
CO1200;D034;1.15;CONV;AUT;43.0;37.3913
CO1200;D049;1.15;CONV;AUT;175.8;152.8696
CO1200;D102;1.15;CONV;AUT;70.0;60.8696
CO1200;D105;1.15;CONV;AUT;655.3;569.8261
CO1200;D111;1.15;CONV;AUT;243.15;211.4348
CO1200;D116;1.15;CONV;AUT;66.25;57.6087
CO1200;D210;1.15;CONV;AUT;21.5;18.6957
CO1200;D216;1.15;CONV;AUT;27.25;23.6957
CO1200;D218;1.15;CONV;AUT;22.5;19.5652
CO1200;D220;1.15;CONV;AUT;6.1;5.3043
CO1200;D222;1.15;CONV;AUT;89.2;77.5652
CO1200;D411;1.15;CONV;AUT;77.15;67.087
CO1200;D424;1.15;CONV;AUT;120.0;104.3478
CO1200;D426;1.15;CONV;AUT;65.64999999999999;57.087
CO1200;D439;1.15;CONV;AUT;248.0;215.6522
CO1200;D441;1.15;CONV;AUT;108.4;94.2609
CO1200;D445;1.15;CONV;AUT;129.15;112.3043
CO1200;D456;1.15;CONV;AUT;519.55;451.7826
CO1200;D476;1.15;CONV;AUT;31.65;27.5217
CO1200;D511;1.15;CONV;AUT;493.05;428.7391
CO1200;D519;1.15;CONV;AUT;136.39999999999998;118.6087
CO1200;D525;1.15;CONV;AUT;10.95;9.5217
CO1200;D602;1.15;CONV;AUT;40.0;34.7826
CO1200;D605;1.15;CONV;AUT;20.0;17.3913
CO1200;D613;1.15;CONV;AUT;28.5;24.7826
CO1200;D617;1.15;CONV;AUT;223.8;194.6087
CO1200;D621;1.15;CONV;AUT;279.95;243.4348
CO1200;D628;1.15;CONV;AUT;154.9;134.6957
CO1200;D638;1.15;CONV;AUT;60.0;52.1739
CO1200;D639;1.15;CONV;AUT;263.75;229.3478
CO1200;D642;1.15;CONV;AUT;62.65;54.4783
CO1200;D649;1.15;CONV;AUT;68.7;59.7391
CO1200;D652;1.15;CONV;AUT;105.0;91.3043
CO1200;D653;1.15;CONV;AUT;83.1;72.2609
CO1200;D656;1.15;CONV;AUT;79.4;69.0435
CO1200;D657;1.15;CONV;AUT;86.7;75.3913
CO1200;D661;1.15;CONV;AUT;20.0;17.3913
CO1200;D667;1.15;CONV;AUT;48.6;42.2609
CO1200;D670;1.15;CONV;AUT;357.35;310.7391
CO1200;D673;1.15;CONV;AUT;35.0;30.4348
CO1200;D674;1.15;CONV;AUT;53.25;46.3043
CO1200;D675;1.15;CONV;AUT;201.9;175.5652
CO1200;D676;1.15;CONV;AUT;94.9;82.5217
CO1200;D677;1.15;CONV;AUT;580.15;504.4783
CO1200;D678;1.15;CONV;AUT;98.25;85.4348
CO1200;D679;1.15;CONV;AUT;85.0;73.913
CO1200;D680;1.15;CONV;AUT;60.0;52.1739
CO1200;D682;1.15;CONV;AUT;30.05;26.1304
CO1200;D700;1.15;CONV;AUT;10.0;8.6957
CO1200;D710;1.15;CONV;AUT;100.0;86.9565
CO1301;D006;1.15;CONV;AUT;45.0;39.1304
CO1301;D007;1.15;CONV;AUT;45.0;39.1304
CO1301;D009;1.15;CONV;AUT;76.23;66.287
CO1301;D011;1.15;CONV;AUT;99.0;86.087
CO1301;D018;1.15;CONV;AUT;9.69;8.4261
CO1301;D019;1.15;CONV;AUT;29.16;25.3565
CO1301;D021;1.15;CONV;AUT;29.73;25.8522
CO1301;D056;1.15;CONV;AUT;309.12;268.8
CO1301;D062;1.15;CONV;AUT;12.0;10.4348
CO1301;D074;1.15;CONV;AUT;30.0;26.087
CO1301;D087;1.15;CONV;AUT;39.0;33.913
CO1301;D210;1.15;CONV;AUT;53.01;46.0957
CO1301;D402;1.15;CONV;AUT;275.85;239.8696
CO1301;D404;1.15;CONV;AUT;44.46;38.6609
CO1301;D405;1.15;CONV;AUT;21.33;18.5478
CO1301;D424;1.15;CONV;AUT;6.75;5.8696
CO1301;D508;1.15;CONV;AUT;150.39;130.7739
CO1301;D513;1.15;CONV;AUT;119.61;104.0087
CO1301;D517;1.15;CONV;AUT;99.45;86.4783
CO1301;D520;1.15;CONV;AUT;37.5;32.6087
CO1301;D602;1.15;CONV;AUT;150.03;130.4609
CO1301;D603;1.15;CONV;AUT;47.97;41.713
CO1301;D612;1.15;CONV;AUT;37.53;32.6348
CO1301;D613;1.15;CONV;AUT;53.43;46.4609
CO1301;D614;1.15;CONV;AUT;124.77000000000001;108.4957
CO1301;D620;1.15;CONV;AUT;72.48;63.0261
CO1301;D625;1.15;CONV;AUT;25.65;22.3043
CO1301;D626;1.15;CONV;AUT;10.59;9.2087
CO1301;D629;1.15;CONV;AUT;144.9;126.0
CO1301;D631;1.15;CONV;AUT;288.39;250.7739
CO1301;D632;1.15;CONV;AUT;105.0;91.3043
CO1301;D633;1.15;CONV;AUT;489.48;425.6348
CO1301;D635;1.15;CONV;AUT;111.0;96.5217
CO1301;D638;1.15;CONV;AUT;42.0;36.5217
CO1301;D639;1.15;CONV;AUT;355.47;309.1043
CO1301;D644;1.15;CONV;AUT;97.53;84.8087
CO1301;D654;1.15;CONV;AUT;41.31;35.9217
CO1301;D657;1.15;CONV;AUT;28.71;24.9652
CO1301;D660;1.15;CONV;AUT;16.74;14.5565
CO1301;D662;1.15;CONV;AUT;452.22;393.2348
CO1301;D666;1.15;CONV;AUT;40.620000000000005;35.3217
CO1301;D667;1.15;CONV;AUT;89.64;77.9478
CO1301;D669;1.15;CONV;AUT;157.56;137.0087
CO1301;D674;1.15;CONV;AUT;282.36;245.5304
CO1301;D675;1.15;CONV;AUT;73.17;63.6261
CO1301;D677;1.15;CONV;AUT;271.2;235.8261
CO1301;D678;1.15;CONV;AUT;14.4;12.5217
CO1301;D681;1.15;CONV;AUT;167.16;145.3565
CO1301;D704;1.15;CONV;AUT;18.0;15.6522
CO1302;D010;1.15;CONV;AUT;5.5;4.7826
CO1302;D011;1.15;CONV;AUT;11.78;10.2435
CO1302;D053;1.15;CONV;AUT;2.0;1.7391
CO1302;D440;1.15;CONV;AUT;14.3;12.4348
CO1302;D503;1.15;CONV;AUT;1.14;0.9913
CO1302;D514;1.15;CONV;AUT;32.83;28.5478
CO1302;D519;1.15;CONV;AUT;5.03;4.3739
CO1302;D520;1.15;CONV;AUT;37.04;32.2087
CO1302;D617;1.15;CONV;AUT;25.0;21.7391
CO1302;D620;1.15;CONV;AUT;3.99;3.4696
CO1302;D641;1.15;CONV;AUT;20.21;17.5739
CO1302;D644;1.15;CONV;AUT;10.0;8.6957
CO1302;D662;1.15;CONV;AUT;20.06;17.4435
CO1302;D663;1.15;CONV;AUT;5.0;4.3478
CO1302;D666;1.15;CONV;AUT;3.48;3.0261
CO1302;D678;1.15;CONV;AUT;6.86;5.9652
CO1302;D700;1.15;CONV;AUT;11.31;9.8348
CO1302;D702;1.15;CONV;AUT;15.0;13.0435
CO1302;D705;1.15;CONV;AUT;94.62;82.2783
CO1302;D707;1.15;CONV;AUT;61.0;53.0435
CO1302;D708;1.15;CONV;AUT;6.0;5.2174
CO1302;D711;1.15;CONV;AUT;7.0;6.087
CO1503;D006;1.0;CONV;AUT;10.875;10.875
CO1503;D007;1.0;CONV;AUT;55.0525;55.0525
CO1503;D010;1.0;CONV;AUT;37.0;37.0
CO1503;D011;1.0;CONV;AUT;19.0;19.0
CO1503;D014;1.0;CONV;AUT;23.275;23.275
CO1503;D015;1.0;CONV;AUT;121.295;121.295
CO1503;D026;1.0;CONV;AUT;20.0;20.0
CO1503;D037;1.0;CONV;AUT;135.6;135.6
CO1503;D038;1.0;CONV;AUT;35.0;35.0
CO1503;D049;1.0;CONV;AUT;44.58;44.58
CO1503;D052;1.0;CONV;AUT;30.0;30.0
CO1503;D062;1.0;CONV;AUT;33.15;33.15
CO1503;D068;1.0;CONV;AUT;42.5;42.5
CO1503;D100;1.0;CONV;AUT;32.5;32.5
CO1503;D114;1.0;CONV;AUT;13.175;13.175
CO1503;D116;1.0;CONV;AUT;43.765;43.765
CO1503;D200;1.0;CONV;AUT;68.75;68.75
CO1503;D204;1.0;CONV;AUT;8.85;8.85
CO1503;D220;1.0;CONV;AUT;46.45;46.45
CO1503;D402;1.0;CONV;AUT;15.03;15.03
CO1503;D411;1.0;CONV;AUT;13.75;13.75
CO1503;D435;1.0;CONV;AUT;6.45;6.45
CO1503;D441;1.0;CONV;AUT;171.92000000000002;171.92
CO1503;D445;1.0;CONV;AUT;95.675;95.675
CO1503;D456;1.0;CONV;AUT;107.95;107.95
CO1503;D476;1.0;CONV;AUT;33.78;33.78
CO1503;D512;1.0;CONV;AUT;27.725;27.725
CO1503;D603;1.0;CONV;AUT;10.2;10.2
CO1503;D606;1.0;CONV;AUT;36.33;36.33
CO1503;D608;1.0;CONV;AUT;161.7725;161.7725
CO1503;D610;1.0;CONV;AUT;46.875;46.875
CO1503;D611;1.0;CONV;AUT;19.44;19.44
CO1503;D614;1.0;CONV;AUT;11.7;11.7
CO1503;D620;1.0;CONV;AUT;14.79;14.79
CO1503;D621;1.0;CONV;AUT;18.325;18.325
CO1503;D625;1.0;CONV;AUT;45.0;45.0
CO1503;D626;1.0;CONV;AUT;45.0;45.0
CO1503;D627;1.0;CONV;AUT;46.83;46.83
CO1503;D628;1.0;CONV;AUT;22.14;22.14
CO1503;D631;1.0;CONV;AUT;130.55;130.55
CO1503;D632;1.0;CONV;AUT;91.22;91.22
CO1503;D638;1.0;CONV;AUT;57.55;57.55
CO1503;D639;1.0;CONV;AUT;78.125;78.125
CO1503;D641;1.0;CONV;AUT;39.59;39.59
CO1503;D642;1.0;CONV;AUT;18.5;18.5
CO1503;D643;1.0;CONV;AUT;14.225;14.225
CO1503;D645;1.0;CONV;AUT;28.25;28.25
CO1503;D649;1.0;CONV;AUT;48.705;48.705
CO1503;D651;1.0;CONV;AUT;89.45;89.45
CO1503;D652;1.0;CONV;AUT;37.5;37.5
CO1503;D653;1.0;CONV;AUT;28.48;28.48
CO1503;D660;1.0;CONV;AUT;72.24;72.24
CO1503;D665;1.0;CONV;AUT;33.3;33.3
CO1503;D666;1.0;CONV;AUT;34.15;34.15
CO1503;D672;1.0;CONV;AUT;33.175;33.175
CO1503;D673;1.0;CONV;AUT;13.9;13.9
CO1503;D675;1.0;CONV;AUT;75.0;75.0
CO1503;D677;1.0;CONV;AUT;394.4;394.4
CO1503;D679;1.0;CONV;AUT;75.0;75.0
CO1600;D006;1.0;CONV;SUM;30.0;30.0
CO1600;D008;1.0;CONV;SUM;55.83;55.83
CO1600;D009;1.0;CONV;SUM;14.29;14.29
CO1600;D014;1.0;CONV;SUM;60.61;60.61
CO1600;D015;1.0;CONV;SUM;10.0;10.0
CO1600;D087;1.0;CONV;SUM;40.0;40.0
CO1600;D112;1.0;CONV;SUM;54.6;54.6
CO1600;D402;1.0;CONV;SUM;10.0;10.0
CO1600;D404;1.0;CONV;SUM;117.724;117.724
CO1600;D441;1.0;CONV;SUM;20.52;20.52
CO1600;D490;1.0;CONV;SUM;47.772;47.772
CO1600;D503;1.0;CONV;SUM;3.0;3.0
CO1600;D508;1.0;CONV;SUM;50.0;50.0
CO1600;D603;1.0;CONV;SUM;6.55;6.55
CO1600;D611;1.0;CONV;SUM;15.826;15.826
CO1600;D625;1.0;CONV;SUM;18.002;18.002
CO1600;D631;1.0;CONV;SUM;306.064;306.064
CO1600;D632;1.0;CONV;SUM;181.586;181.586
CO1600;D633;1.0;CONV;SUM;347.788;347.788
CO1600;D638;1.0;CONV;SUM;21.484;21.484
CO1600;D659;1.0;CONV;SUM;34.454;34.454
CO1600;D666;1.0;CONV;SUM;8.28;8.28
CO1600;D667;1.0;CONV;SUM;10.386;10.386
CO1600;D669;1.0;CONV;SUM;46.728;46.728
CO1600;D677;1.0;CONV;SUM;17.12;17.12
ME010;D439;1.0;AB;SUM;69.0;69.0
ME010;D456;1.0;AB;SUM;17.16;17.16
ME010;D632;1.0;AB;SUM;23.4;23.4
ME010;D639;1.0;AB;SUM;211.02;211.02
ME010;D704;1.0;AB;SUM;28.5;28.5
ME012;D710;1.0;AB;SUM;57.0;57.0
ME030;D439;1.15;AB;SUM;24.0;20.8696
ME030;D456;1.15;AB;SUM;45.0;39.1304
ME030;D602;1.15;AB;SUM;151.5;131.7391
ME040;D456;1.6;AB;SUM;15.176;9.485
ME040;D639;1.6;AB;SUM;55.636;34.7725
ME040;D654;1.6;AB;SUM;33.6;21.0
ME050;D602;1.0;AB;SUM;64.5;64.5
ME080;D201;1.15;AB;SUM;4.38;3.8087
ME080;D439;1.15;AB;SUM;6.0;5.2174
ME080;D456;1.15;AB;SUM;7.62;6.6261
ME080;D654;1.15;AB;SUM;9.33;8.113
